date|text|time
23 Jul 2012|Accumulate Bajaj Auto, says Hemant Thukral|10.26 am
21 Jul 2012|Accumulate Bajaj Auto; target Rs 1631: P Lilladher|4.26 pm
20 Jul 2012|Buy Bajaj Auto; target Rs 1,933: Motilal Oswal|2.28 pm
20 Jul 2012|Buy Bajaj Auto on dips: Sukhani|1.04 pm
20 Jul 2012|Rikesh Parikh's view on Bajaj Auto|12.54 pm
20 Jul 2012|Bajaj Auto has support at Rs 1425: Manghnani|11.04 am
19 Jul 2012|Hero Motocorp has target of Rs 2200: SP Tulsian|6.08 pm
19 Jul 2012|Bajaj Auto's margins to improve on exports: Credit Suisse|11.22 am
18 Jul 2012|Worst is behind us, good times to come: Bajaj|6.16 pm
18 Jul 2012|Prakash Diwan's view on Bajaj Auto|4.07 pm
18 Jul 2012|Bajaj Auto can go upto Rs 1560-1580: Mehta |2.38 pm
18 Jul 2012|Bajaj Auto Q1 net up 1% despite export slump|1.26 pm
18 Jul 2012|Bajaj Auto Q1 PAT at Rs 718 cr; total income at Rs 5047 cr|11.33 am
18 Jul 2012|Bajaj Auto Q1 net profit up 1% at Rs 718 cr|11.29 am
18 Jul 2012|Reliance Comm has target of Rs 35: Sukhani|10.25 am
18 Jul 2012|Bajaj Auto may slip to Rs 1300: Sukhani|10.23 am
18 Jul 2012|Bajaj Auto Q1: See EBITDA at 19.1%, says Centrum Broking|10.19 am
18 Jul 2012|What to expect from Bajaj Auto Q1 earnings|8.00 am
17 Jul 2012|Bajaj launches two new bikes in Kerala|6.43 pm
17 Jul 2012|Bajaj Auto Q1 PAT likely to be flat at Rs 712 cr|5.39 pm
17 Jul 2012|Short Bajaj Auto below Rs 1425: Kunal Bothra|2.25 pm
10 Jul 2012|Auto`s Q1FY13 margins to remain under pressure: MOSt|7.31 pm
10 Jul 2012|Dolat Capital Q1 earnings estimates for auto sector|2.04 pm
10 Jul 2012|Bajaj Auto AGM on July 18, 2012|11.04 am
09 Jul 2012|Angel Broking Q1 earnings estimates for auto sector|1.17 pm
09 Jul 2012|Auto Q1 sales growth seen at 24% YoY: Emkay|12.47 pm
05 Jul 2012|See upside in Bajaj Auto, says Sukhani|8.56 am
05 Jul 2012|Check out: Short term picks for July 5|8.43 am
02 Jul 2012|Two-wheeler sales hit speed bumps in June|6.31 pm
02 Jul 2012|Hero MotoCorp June sales up 4% at 5.34 lakh units|5.23 pm
02 Jul 2012|Despite slowdown, Bajaj eyes 40K 3-wheeler sales from Aug|12.39 pm
02 Jul 2012|Bajaj Auto June sales slip 6% on slower bike sales, exports|10.46 am
28 Jun 2012|Bajaj Auto may hike price as rupee falls,raising input cost|3.45 pm
28 Jun 2012|Bajaj Auto looks side ways to negative: Mohindar|2.35 pm
27 Jun 2012|Buy Bajaj Auto, says Sudarshan Sukhani|9.09 am
20 Jun 2012|Bajaj Auto to consider Q1 results on July 18|2.10 pm
15 Jun 2012|Kumar bullish on Bajaj Auto, Tata Motors, M&M|1.27 pm
13 Jun 2012|Bajaj Auto, Hero Motocorp top picks in auto space: Sukhani|4.48 pm
12 Jun 2012|Buy Bajaj Auto, says Sukhani|9.48 am
12 Jun 2012|6 trading stocks for short term gain|8.54 am
06 Jun 2012|Is Bajaj Auto losing out by ignoring scooter segment?|10.07 am
05 Jun 2012|See higher sales in June; hold annual targets: Bajaj Auto|10.30 am
04 Jun 2012|Bajaj bike sales up 1% in May at 3.21 lakh units|12.26 pm
04 Jun 2012|Bajaj Auto May sales slip 2% as CVs, Sri Lanka exports hit|10.00 am
29 May 2012|Rupee fall spurs automakers to look homeward for parts|4.42 pm
29 May 2012|6 stocks likely to see lot of action today|9.05 am
25 May 2012|Super Six intraday picks for May 25|8.31 am
24 May 2012|Buy Bajaj Auto: Sukhani|1.58 pm
23 May 2012|Sukhani's view on auto stocks|3.43 pm
22 May 2012|Hold Bajaj Auto: Ventura|3.25 pm
22 May 2012|Buy Bajaj Auto; target of Rs 1835: Angel Broking|2.29 pm
19 May 2012|Accumulate Bajaj Auto; target of Rs 1705: Dolat Capital|1.57 pm
18 May 2012|Bajaj Auto Mar '12 sales at Rs 4,651.44 crore|7.31 pm
18 May 2012|Will new launches help Bajaj maintain lead over Honda |5.07 pm
18 May 2012|M&M, Bajaj Auto weakest amongst auto pack, says VK Sharma|11.09 am
18 May 2012|Super Six intraday picks for May 18|8.25 am
17 May 2012|Bajaj Auto may see 15- 17% growth, says Amisha Vora|5.02 pm
17 May 2012|Ranbaxy Labs, Bajaj Auto good long term bets: Sukhani|3.38 pm
17 May 2012|Bajaj Auto bets on new launches to maintain sales momentum|2.16 pm
17 May 2012|Bajaj Auto Q4 adjusted net up 12% at Rs 759 cr|1.12 pm
17 May 2012|Buy Bajaj Auto on decline, says Amit Gupta|9.41 am
17 May 2012|Bajaj Auto Q4 PAT seen down 45% at Rs 770 cr|8.27 am
17 May 2012|Bajaj Auto Q4 margins to fall 50 bps sequentially|7.52 am
16 May 2012|What to expect from Bajaj Auto Q4 earnings?|5.18 pm
15 May 2012|Honda launches 'Dream Yuga', its cheapest bike|6.32 pm
15 May 2012|Buy Bajaj Auto; target of Rs 1920: Emkay|1.08 pm
11 May 2012|Bull's Eye: Buy Escorts, Pantaloon; Sell Lupin|1.16 pm
10 May 2012|Nomura upgrades Bajaj Auto to 'buy'|11.32 am
10 May 2012|Bull's Eye: Short United Spirit, Rolta; buy BHEL, Axis Bank|9.12 am
04 May 2012|Maruti Suzuki looks good in auto space: Bhat|6.33 pm
03 May 2012|Buy Maruti Suzuki, says Prayesh Jain|7.52 pm
02 May 2012|Bajaj Auto confident of maintaining 3 lakh sales figure|11.33 am
02 May 2012|Bajaj Auto April sales up 4% YoY at 3.82 lakh units|10.40 am
25 Apr 2012|Aiming for double digit growth in Discover volumes: Bajaj|3.32 pm
19 Apr 2012|6 stocks that should do well today|8.41 am
18 Apr 2012|Prefer Bajaj Auto, Tata Motors: Devangshu Datta|2.45 pm
18 Apr 2012|Bajaj Auto has support at Rs 1650: Amit Gupta|11.00 am
17 Apr 2012|Rebound in car sales to boost auto cos revenue up 30% in Q4|10.18 am
11 Apr 2012|Q4 FY12 Results: Margins to remain under pressure for autos, MOST|2.24 pm
10 Apr 2012|6 stock ideas to liven up your trade|8.32 am
05 Apr 2012|Automobile sector results preview for Q4FY12: Angel|3.25 pm
03 Apr 2012|Buy Bajaj Auto, Hero Motocorp: Sudip Bandyopadhyay|4.27 pm
03 Apr 2012|Bajaj Auto March sales up 9%, targets 50 lakh sales in FY13|1.36 pm
02 Apr 2012|Auto cos likely to post 29% sales growth in Q4: Emkay|3.36 pm
26 Mar 2012|Super Six stocks you can bet on Mar 26|8.33 am
09 Mar 2012|Bull's Eye: Buy Jet Airways, MTNL, L&T, Bajaj Auto, Cairn|11.18 am
07 Mar 2012|Buy Bajaj Auto on dips: Sukhani|1.37 pm
03 Mar 2012|Is the slowdown bug catching two-wheelers too?|1.29 pm
02 Mar 2012|Bajaj Auto a good bet in auto space, says PN Vijay|7.08 pm
02 Mar 2012|Bajaj Auto Feb sales up 5%; new launches to aid FY13 growth|10.31 am
01 Mar 2012|Dipan Mehta overweight on auto space|5.05 pm
15 Feb 2012|High-conviction stock ideas for Feb 2012: PINC Research|4.38 pm
13 Feb 2012|Buy Bajaj Auto: Sukhani|9.12 am
10 Feb 2012|Go long in Bajaj Auto on 2-3% dip: Chaturmuhta|1.30 pm
07 Feb 2012|Go long in PNB, says Sudarshan Sukhani|9.10 am
07 Feb 2012|Super Six short term picks for Feb 7|8.37 am
02 Feb 2012|Bajaj Auto Jan total sales up 8% to 3.38 lakh units|11.22 am
30 Jan 2012|Hold Bajaj Auto; target Rs 1750: KRChoksey|4.37 pm
30 Jan 2012|Bajaj unveils new Pulsar with triple spark tech|4.32 pm
30 Jan 2012|Short Bajaj Auto at Rs 1540: Murlidharan|1.51 pm
28 Jan 2012|Buy Bajaj Auto; target Rs 1,755: Angel Broking|12.02 pm
24 Jan 2012|Buy Bajaj Auto; target of Rs 1920: Emkay|4.30 pm
24 Jan 2012|LKP neutral on Bajaj Auto|4.10 pm
23 Jan 2012|10 stocks you should keep an eye on post Q3 results: Emkay|1.20 pm
09 Jan 2012|Automobiles sector results preview for Q3FY12: PINC|2.18 pm
09 Jan 2012|4 trading stocks for short term gain|8.01 am
06 Jan 2012|TCS a top pick in IT space, says Radhika Gupta|5.27 pm
06 Jan 2012|Bhat`s view on IT space|11.23 am
06 Jan 2012|Bajaj Auto, M&M good bets in auto space, says Bhat|11.12 am
05 Jan 2012|Bajaj Auto may slip to Rs 1350- 1355: Thukral|11.10 am
05 Jan 2012|Book partial profits in Bajaj Auto around Rs 1410: Datta|10.29 am
05 Jan 2012|Hero Motocorp, Bajaj Auto may see more downside: Baliga|10.08 am
04 Jan 2012|Bandyopadhyay bullish on Bajaj Auto|6.32 pm
04 Jan 2012|Bajaj Auto, Hero Motocorp good bets in auto space: Sudip|6.30 pm
04 Jan 2012|Tough to meet 4.5-4.6m sales guidance in FY12: Bajaj Auto|11.45 am
03 Jan 2012|Buy Mahindra and Mahindra, says Prayesh Jain|2.12 pm
03 Jan 2012|Exit Bajaj Auto, says Thunuguntla|2.00 pm
03 Jan 2012|Bajaj Auto unveils four-wheeler RE60|1.12 pm
03 Jan 2012|Prefer Tata Motors, M&M over Bajaj Auto: PN Vijay|12.43 pm
03 Jan 2012|M&M a top pick in auto space: Hitesh Goel|12.25 pm
03 Jan 2012|Goel`s view on Bajaj Auto, TVS Motor|12.19 pm
02 Jan 2012|IT sector looks good, says Nirmal Jain|5.59 pm
02 Jan 2012|Buy JSW Steel, avoid Jindal Steel & Power: Sukhani|5.56 pm
02 Jan 2012|Short Ashok Leyland, TVS Motor, M&M on rally: Sukhani|5.53 pm
02 Jan 2012|Kunal Bothra`s view on Bajaj Auto|5.16 pm
02 Jan 2012|Three-wheelers are the only trouble: M&M|3.47 pm
02 Jan 2012|Sell Bajaj Auto, Axis Bank: Sukhani|3.40 pm
02 Jan 2012|See 20% value growth in FY12: Bajaj Auto|12.45 pm
28 Dec 2011|KR Choksey showcases equity portfolio for 2012|1.27 pm
28 Dec 2011|Super Six stocks you can bet on Dec 28|8.09 am
27 Dec 2011|Pair trade: Buy Hero Motocorp; Sell Bajaj Auto|10.15 am
20 Dec 2011|FMCG is a space to bet on: Gautam Shah|11.43 am
16 Dec 2011|16 stocks you should buy in falling market: PINC|6.10 pm
15 Dec 2011|Buy Hero Moto, Bajaj Auto, M&M at current levels:  Tulsian|11.54 am
10 Dec 2011|Premium sports bike makers rev up India plans|2.00 pm
09 Dec 2011|Sell Educomp Solutions on rally: Sukhani|9.09 am
05 Dec 2011|Unfazed by slump, 2 wheeler majors aim for decent sales|12.00 pm
02 Dec 2011|Mkt setting gloomy; worked hard for 25% growth: Bajaj Auto|11.15 am
02 Dec 2011|Bajaj Auto Nov sales up 25% at 3.74 lakh units|9.47 am
01 Dec 2011|Khade`s view on auto space|6.23 pm
01 Dec 2011|Bajaj Auto a safe pick in auto space: PN Vijay|6.15 pm
30 Nov 2011|Super Six buy or sell call for today|8.33 am
28 Nov 2011|Unicon recommends 8 stocks for long term investment|12.33 pm
24 Nov 2011|Maruti Suzuki, M&M good bets: Dilip Bhat|3.48 pm
24 Nov 2011|Buy Bajaj Auto; target of Rs 2200: Emkay|2.37 pm
24 Nov 2011|Prefer Tata Motors, Bajaj Auto: Emkay Global|1.47 pm
23 Nov 2011|Bull's Eye: Short Bajaj Auto, JSW Steel; buys Tata Motors|11.35 am
19 Nov 2011|After a mixed Q2, bumpy road ahead for auto cos|3.17 pm
19 Sep 2011|Bajaj Auto a top pick in auto space: Dalal|5.55 pm
19 Sep 2011|Buy Bajaj Auto, Wipro, Mundra Port Sept Future: SMC Global|3.41 pm
19 Sep 2011|Fuel price rise a bigger concern than rate hike: Bajaj Auto|11.52 am
19 Sep 2011|Tata Motors can touch Rs 175-176: Thukral|9.40 am
16 Sep 2011|PINC Research handpicks 16 stocks from market|7.42 pm
15 Sep 2011|Invest in Bajaj Auto: Rohit Shinde|3.25 pm
13 Sep 2011|Bajaj Auto, Hero MotoCrop best bets in auto space: Agrawal|6.17 pm
13 Sep 2011|Invest in Bajaj Auto, says Shardul Kulkarni|2.46 pm
07 Sep 2011|Sell Bajaj Auto, says Chandan Taparia|1.32 pm
07 Sep 2011|Hero Motocorp can test Rs 2325: Manghnani|10.34 am
06 Sep 2011|Exit Hero Motocorp on upside: Phani Sekhar|1.22 pm
06 Sep 2011|Cautious on volume holding post festive season: TVS Motors|10.47 am
05 Sep 2011|Buy M&M on dips, says Anu Jain|10.46 am
03 Sep 2011|Ashok Leyland, M&M top pick in auto space: PINC Research|12.47 pm
02 Sep 2011|PN Vijay`s view on auto space|6.46 pm
02 Sep 2011|It's a challenge to sell 4 lakh units/month post Nov: Bajaj|12.23 pm
02 Sep 2011|Manghnani positive on Idea Cellular|10.52 am
29 Aug 2011|Buy Idea, Bharti Airtel,  HUL, Bajaj Auto: Rakesh Bansal|2.51 pm
26 Aug 2011|Buy Bajaj Auto near Rs 1490: Rajesh Jain|8.39 am
26 Aug 2011|Super Six stocks you can bet on August 26|8.17 am
